Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,day_of_week,month,quarter,is_weekend,weather_code,roadwork_code,speed_lag_1d,volume_lag_1d,congestion_lag_1d,speed_lag_2d,volume_lag_2d,congestion_lag_2d,speed_lag_3d,volume_lag_3d,congestion_lag_3d,speed_lag_7d,volume_lag_7d,congestion_lag_7d,speed_rolling_3d,speed_rolling_7d
2022-01-08,Indiranagar,100 Feet Road,36384,28.18948342525119,1.5,100.0,100.0,2,122.768,15.071282145619122,75.6997422562674,73.99694173585618,103,Rain,No,5,1,1,1,3,0,29.84255885002768,24405.0,82.95172415675621,46.59329803364248,46556.0,100.0,50.80134095075202,49952.0,100.0,50.23029856408026,50590.0,100.0,42.412399278140725,44.347984990045454
2022-01-10,Indiranagar,100 Feet Road,43024,28.070948022040927,1.5,100.0,100.0,3,136.048,53.67015272736011,78.07070714948917,79.3304231587737,89,Overcast,No,0,1,1,0,2,0,28.18948342525119,36384.0,100.0,29.84255885002768,24405.0,82.95172415675621,46.59329803364248,46556.0,100.0,52.87084603742452,22050.0,78.42982810236049,34.87511343630712,41.19929711306987
2022-01-11,Indiranagar,100 Feet Road,11423,20.0,1.0076769107292227,33.272930841567344,59.71789823122136,0,72.846,47.47170920168141,68.6080748806895,50.60603873219466,199,Clear,No,1,1,1,0,0,0,28.070948022040927,43024.0,100.0,28.18948342525119,36384.0,100.0,29.84255885002768,24405.0,82.95172415675621,38.86905317091622,23457.0,87.20214293875112,28.700996765773265,37.656454539443644
2022-01-13,Indiranagar,100 Feet Road,11371,51.02477209439482,1.1034483339552157,31.197460401979253,55.157150648714975,1,72.742,24.34168919054988,95.11320312608164,93.97909274757646,218,Clear,No,3,1,1,0,0,0,20.0,11423.0,33.272930841567344,28.070948022040927,43024.0,100.0,28.18948342525119,36384.0,100.0,41.228499323474985,46199.0,100.0,25.42014381576404,34.96087551502704
2022-01-14,Indiranagar,100 Feet Road,24545,51.50381788721268,1.224176252392176,74.0364560509363,100.0,3,99.09,78.37602299574615,64.42882373305262,71.12742141559723,117,Overcast,No,4,1,1,0,2,0,51.02477209439482,11371.0,31.197460401979253,20.0,11423.0,33.272930841567344,28.070948022040927,43024.0,100.0,50.80134095075202,49952.0,100.0,33.03190670547858,36.36034305372987
2022-01-15,Indiranagar,100 Feet Road,20081,52.32649360729083,1.291669395019779,69.98249963850546,100.0,1,90.162,57.10766356761027,71.01524697021674,65.31567493891063,109,Fog,No,5,1,1,1,1,0,51.50381788721268,24545.0,74.0364560509363,51.02477209439482,11371.0,31.197460401979253,20.0,11423.0,33.272930841567344,46.59329803364248,46556.0,100.0,40.8428633272025,36.460696901795686
2022-01-16,Indiranagar,100 Feet Road,37666,35.895806812552486,1.5,100.0,100.0,4,125.332,71.84253340902424,77.93276221477689,75.52162445021162,104,Clear,No,6,1,1,1,0,0,52.32649360729083,20081.0,69.98249963850546,51.50381788721268,24545.0,74.0364560509363,51.02477209439482,11371.0,31.197460401979253,29.84255885002768,24405.0,82.95172415675621,51.618361196299446,37.279724840888306
2022-01-17,Indiranagar,100 Feet Road,43778,45.58484543530325,1.5,100.0,100.0,1,137.55599999999998,35.20353261306848,98.27199261937145,75.02005728551006,98,Clear,No,0,1,1,0,0,0,35.895806812552486,37666.0,100.0,52.32649360729083,20081.0,69.98249963850546,51.50381788721268,24545.0,74.0364560509363,28.18948342525119,36384.0,100.0,46.575372769018664,38.144474549820416
2022-01-19,Indiranagar,100 Feet Road,37647,61.34222043649959,1.5,100.0,100.0,4,125.294,64.62558521048172,79.05342933204395,74.87699260730511,90,Clear,No,2,1,1,0,0,0,45.58484543530325,43778.0,100.0,35.895806812552486,37666.0,100.0,52.32649360729083,20081.0,69.98249963850546,28.070948022040927,43024.0,100.0,44.60238195171553,40.62952626554214
2022-01-20,Indiranagar,100 Feet Road,34920,21.739523139179617,1.5,100.0,100.0,1,119.84,40.241324931615424,99.2147496376874,53.3751273341911,100,Windy,No,3,1,1,0,4,0,61.34222043649959,37647.0,100.0,45.58484543530325,43778.0,100.0,35.895806812552486,37666.0,100.0,20.0,11423.0,33.272930841567344,47.607624228118446,45.38256518189338
2022-01-21,Indiranagar,100 Feet Road,37614,36.84247913944103,1.5,100.0,100.0,1,125.228,11.533933014250628,72.04184311337252,75.13156213150653,79,Overcast,No,4,1,1,0,2,0,21.739523139179617,34920.0,100.0,61.34222043649959,37647.0,100.0,45.58484543530325,43778.0,100.0,51.02477209439482,11371.0,31.197460401979253,42.88886300366082,45.631068487490474
2022-01-22,Indiranagar,100 Feet Road,38113,42.89056687375519,1.5,100.0,100.0,1,126.226,53.43316495363794,89.69012748796348,58.49405030253676,90,Fog,No,5,1,1,1,1,0,36.84247913944103,37614.0,100.0,21.739523139179617,34920.0,100.0,61.34222043649959,37647.0,100.0,51.50381788721268,24545.0,74.0364560509363,39.97474090504008,43.60502663678278
2022-01-23,Indiranagar,100 Feet Road,32690,31.874572628998354,1.5,100.0,100.0,3,115.38,13.639254638439525,61.269750614919545,71.16675720765987,83,Overcast,No,6,1,1,1,2,0,42.89056687375519,38113.0,100.0,36.84247913944103,37614.0,100.0,21.739523139179617,34920.0,100.0,52.32649360729083,20081.0,69.98249963850546,33.824189717458616,42.37456220628885
2022-01-24,Indiranagar,100 Feet Road,12829,44.72668065893907,1.0160236476202775,38.5925516032092,61.22040936205703,0,75.658,73.59041863155628,78.7227621693716,73.31497064699094,211,Clear,No,0,1,1,0,0,0,31.874572628998354,32690.0,100.0,42.89056687375519,38113.0,100.0,36.84247913944103,37614.0,100.0,35.895806812552486,37666.0,100.0,37.202539547398196,39.452859209389935
2022-01-25,Indiranagar,100 Feet Road,20961,20.0,1.336363484161163,64.29477392892129,100.0,2,91.922,42.13868163006767,72.13143563397132,96.6277439209656,105,Clear,No,1,1,1,0,0,0,44.72668065893907,12829.0,38.5925516032092,31.874572628998354,32690.0,100.0,42.89056687375519,38113.0,100.0,45.58484543530325,43778.0,100.0,39.830606720564205,40.71441261601659
2022-01-26,Indiranagar,100 Feet Road,22812,43.93778506157989,1.0157567334771278,77.5189973213802,100.0,0,95.624,50.827667461878974,60.4521014635609,89.36859790746365,94,Clear,No,2,1,1,0,0,0,20.0,20961.0,64.29477392892129,44.72668065893907,12829.0,38.5925516032092,31.874572628998354,32690.0,100.0,61.34222043649959,37647.0,100.0,32.200417762645806,37.05943469668755
2022-01-27,Indiranagar,100 Feet Road,50653,27.7575346794166,1.5,100.0,100.0,0,151.30599999999998,18.81686374655508,99.16606220402464,83.69194491350024,112,Rain,No,3,1,1,0,3,0,43.93778506157989,22812.0,77.5189973213802,20.0,20961.0,64.29477392892129,44.72668065893907,12829.0,38.5925516032092,21.739523139179617,34920.0,100.0,36.22148857350632,34.573086785984735
2022-01-28,Indiranagar,100 Feet Road,22144,42.60623148491085,1.3533094405704895,72.10984644376038,100.0,3,94.288,66.96063406055592,97.62015811517612,82.4382693079693,124,Clear,No,4,1,1,0,0,0,27.7575346794166,50653.0,100.0,43.93778506157989,22812.0,77.5189973213802,20.0,20961.0,64.29477392892129,36.84247913944103,37614.0,100.0,30.565106580332166,35.4328027203043
2022-01-29,Indiranagar,100 Feet Road,21212,39.33871411392432,1.03878626838617,64.28729941549834,100.0,1,92.424,43.25629110067376,96.89737134624498,53.63674738893342,93,Fog,No,5,1,1,1,1,0,42.60623148491085,22144.0,72.10984644376038,27.7575346794166,50653.0,100.0,43.93778506157989,22812.0,77.5189973213802,42.89056687375519,38113.0,100.0,38.10051707530244,36.25619591251428
2022-01-30,Indiranagar,100 Feet Road,46490,42.17283581158776,1.5,100.0,100.0,1,142.98000000000002,58.32259928305103,97.80096258322274,84.12702393835785,95,Rain,No,6,1,1,1,3,0,39.33871411392432,21212.0,64.28729941549834,42.60623148491085,22144.0,72.10984644376038,27.7575346794166,50653.0,100.0,31.874572628998354,32690.0,100.0,36.56749342608392,35.748788375395584
2022-01-31,Indiranagar,100 Feet Road,22992,44.05376207350711,1.109595239787989,85.75298934532978,100.0,1,95.984,22.53664575297271,75.6887117373416,97.38898489846147,88,Clear,No,0,1,1,0,0,0,42.17283581158776,46490.0,100.0,39.33871411392432,21212.0,64.28729941549834,42.60623148491085,22144.0,72.10984644376038,44.72668065893907,12829.0,38.5925516032092,41.37259380347431,37.21996883005121
2022-02-01,Indiranagar,100 Feet Road,34763,44.13473732017407,1.5,100.0,100.0,2,119.526,40.12425726605403,66.61999098654623,85.33020644971089,101,Clear,No,1,2,1,0,0,0,44.05376207350711,22992.0,85.75298934532978,42.17283581158776,46490.0,100.0,39.33871411392432,21212.0,64.28729941549834,20.0,20961.0,64.29477392892129,41.855103999673055,37.123837603560936
2022-02-02,Indiranagar,100 Feet Road,25267,28.018003253889503,1.5,82.73344651877018,100.0,0,100.534,12.41019160013202,77.83302199308065,90.83276216008116,114,Clear,No,2,2,1,0,0,0,44.13473732017407,34763.0,100.0,44.05376207350711,22992.0,85.75298934532978,42.17283581158776,46490.0,100.0,43.93778506157989,22812.0,77.5189973213802,43.45377840175632,40.57165722072865
2022-02-03,Indiranagar,100 Feet Road,27713,30.182340289065248,1.5,97.03987422940266,100.0,2,105.426,38.39516816130663,66.76647575369681,98.87282815919212,112,Rain,No,3,2,1,0,3,0,28.018003253889503,25267.0,82.73344651877018,44.13473732017407,34763.0,100.0,44.05376207350711,22992.0,85.75298934532978,27.7575346794166,50653.0,100.0,38.73550088252356,38.29740267677289
2022-02-04,Indiranagar,100 Feet Road,36972,57.78243070582276,1.5,100.0,100.0,2,123.944,45.28929893429069,72.91239173791402,62.90538215867073,99,Overcast,No,4,2,1,0,2,0,30.182340289065248,27713.0,97.03987422940266,28.018003253889503,25267.0,82.73344651877018,44.13473732017407,34763.0,100.0,42.60623148491085,22144.0,72.10984644376038,34.11169362104294,38.64380347815126
2022-02-06,Indiranagar,100 Feet Road,37265,48.10191908080897,1.5,100.0,100.0,3,124.53,16.549158483863486,60.66686202398533,93.67671321226072,92,Fog,No,6,2,1,1,1,0,57.78243070582276,36972.0,100.0,30.182340289065248,27713.0,97.03987422940266,28.018003253889503,25267.0,82.73344651877018,39.33871411392432,21212.0,64.28729941549834,38.6609247495925,40.81183193828154
2022-02-07,Indiranagar,100 Feet Road,48104,31.96435674734085,1.5,100.0,100.0,0,146.208,57.91047527485152,80.12881659434538,88.2574424930632,100,Rain,No,0,2,1,0,3,0,48.10191908080897,37265.0,100.0,57.78243070582276,36972.0,100.0,30.182340289065248,27713.0,97.03987422940266,42.17283581158776,46490.0,100.0,45.35556335856566,42.0637183621222
2022-02-08,Indiranagar,100 Feet Road,22330,30.50849476887113,1.3025240387921175,75.22656911139637,100.0,0,94.66,17.16325256738442,76.41994854789517,96.65964585245092,104,Clear,No,1,2,1,0,0,0,31.96435674734085,48104.0,100.0,48.10191908080897,37265.0,100.0,57.78243070582276,36972.0,100.0,44.05376207350711,22992.0,85.75298934532978,45.94956884465753,40.605364210086925
2022-02-09,Indiranagar,100 Feet Road,11122,20.954504741496105,1.0210839159413756,27.82465792421295,57.78181447046758,0,72.244,45.60941889513867,69.72498121690674,87.2375365814961,184,Clear,No,2,2,1,0,0,0,30.50849476887113,22330.0,75.22656911139637,31.96435674734085,48104.0,100.0,48.10191908080897,37265.0,100.0,44.13473732017407,34763.0,100.0,36.858256865673646,38.67032602371036
2022-02-11,Indiranagar,100 Feet Road,44136,29.61426326703376,1.5,100.0,100.0,1,138.272,19.448494025014945,71.84707062235994,78.61419072710007,98,Fog,No,4,2,1,0,1,0,20.954504741496105,11122.0,27.82465792421295,30.50849476887113,22330.0,75.22656911139637,31.96435674734085,48104.0,100.0,28.018003253889503,25267.0,82.73344651877018,27.80911875256936,35.35886422675637
2022-02-12,Indiranagar,100 Feet Road,23302,25.41824571116988,1.1142318464954546,86.90556217842227,100.0,0,96.604,46.87720162352894,62.283963137807056,55.52715831542903,91,Clear,No,5,2,1,1,0,0,29.61426326703376,44136.0,100.0,20.954504741496105,11122.0,27.82465792421295,30.50849476887113,22330.0,75.22656911139637,30.182340289065248,27713.0,97.03987422940266,27.025754259133663,35.58690137149126
2022-02-13,Indiranagar,100 Feet Road,40743,30.9333155812308,1.5,100.0,100.0,0,131.486,23.58901393121805,81.46430037055097,96.74110202219006,111,Clear,No,6,2,1,1,0,0,25.41824571116988,23302.0,86.90556217842227,29.61426326703376,44136.0,100.0,20.954504741496105,11122.0,27.82465792421295,57.78243070582276,36972.0,100.0,25.32900457323325,34.90631643179192
2022-02-14,Indiranagar,100 Feet Road,40343,44.38640022678945,1.5,100.0,100.0,2,130.686,26.92351552357772,79.32056451375801,94.34157697344796,96,Clear,No,0,2,1,0,0,0,30.9333155812308,40743.0,100.0,25.41824571116988,23302.0,86.90556217842227,29.61426326703376,44136.0,100.0,48.10191908080897,37265.0,100.0,28.655274853144807,31.070728556850213
2022-02-16,Indiranagar,100 Feet Road,38008,38.12996304534828,1.5,100.0,100.0,0,126.016,71.00862995207734,77.86958101245571,67.14832598500391,87,Clear,No,2,2,1,0,0,0,44.38640022678945,40343.0,100.0,30.9333155812308,40743.0,100.0,25.41824571116988,23302.0,86.90556217842227,31.96435674734085,48104.0,100.0,33.579320506396705,30.53994014913314
2022-02-17,Indiranagar,100 Feet Road,35163,55.53140183741208,1.5,100.0,100.0,3,120.326,29.41987143606854,85.7120820064833,84.64005993149544,113,Fog,No,3,2,1,0,1,0,38.12996304534828,38008.0,100.0,44.38640022678945,40343.0,100.0,30.9333155812308,40743.0,100.0,30.50849476887113,22330.0,75.22656911139637,37.816559617789515,31.420741048848488
2022-02-18,Indiranagar,100 Feet Road,33207,50.27429386880181,1.5,100.0,100.0,1,116.414,42.52826279116155,92.82943363262922,80.72705091106577,111,Clear,Yes,4,2,1,0,0,1,55.53140183741208,35163.0,100.0,38.12996304534828,38008.0,100.0,44.38640022678945,40343.0,100.0,20.954504741496105,11122.0,27.82465792421295,46.01592170318327,34.99544205864005
2022-02-19,Indiranagar,100 Feet Road,38723,40.06420774997031,1.5,100.0,100.0,2,127.446,31.96475003140101,65.6737759046794,60.690060533136645,85,Rain,No,5,2,1,1,3,0,50.27429386880181,33207.0,100.0,55.53140183741208,35163.0,100.0,38.12996304534828,38008.0,100.0,29.61426326703376,44136.0,100.0,47.97855291718739,39.183983362540864
